id,gender,region,highest_qualification,city_score,age,studied_credits,disability,prelim_score,online_clicks,full_term_subscription
534151,F,North Region,Lower Than A Level,40-50%,0-35,120,N,80.0,90,0
319331,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,30,N,82.22222222222223,429,1
504492,M,Scotland,HE Qualification,70-80%,35-55,60,N,90.5,2603,1
480650,F,North Region,A Level or Equivalent,10-20,0-35,60,N,96.45454545454545,6072,1
655794,M,South East Region,Lower Than A Level,90-100%,35-55,60,N,95.0,2461,1
334981,F,South Region,A Level or Equivalent,70-80%,35-55,120,N,82.27272727272727,221,1
2269480,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,60,N,94.0909090909091,610,1
619461,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,60,N,92.08333333333333,3723,1
2306016,M,Wales,HE Qualification,20-30%,0-35,90,N,90.83333333333333,3032,1
582913,M,East Anglian Region,Lower Than A Level,80-90%,0-35,60,N,87.25,1544,1
1747824,M,London Region,HE Qualification,70-80%,35-55,120,N,94.57142857142857,258,1
550777,M,East Midlands Region,A Level or Equivalent,90-100%,35-55,90,N,81.0,344,0
509292,M,West Midlands Region,Lower Than A Level,20-30%,35-55,90,Y,64.88888888888889,5177,0
2366070,F,South East Region,HE Qualification,30-40%,0-35,240,N,75.33333333333333,354,0
595335,F,London Region,Lower Than A Level,0-10%,35-55,30,N,94.375,2367,1
1626710,M,North Western Region,A Level or Equivalent,60-70%,35-55,60,N,84.6,6025,1
600684,F,South West Region,A Level or Equivalent,30-40%,35-55,60,N,95.36363636363636,3803,1
597597,M,South Region,A Level or Equivalent,90-100%,0-35,30,N,88.33333333333333,879,1
539186,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,120,N,38.4,721,0
308775,F,North Region,A Level or Equivalent,10-20,35-55,120,N,61.0,1508,1
674965,M,North Region,A Level or Equivalent,30-40%,0-35,210,N,89.0,1036,1
598731,F,North Western Region,No Formal quals,0-10%,0-35,30,N,55.0,92,0
2649914,F,North Western Region,A Level or Equivalent,60-70%,35-55,30,N,86.88888888888889,817,1
693221,M,South East Region,Lower Than A Level,0-10%,0-35,60,N,90.0,1926,1
2679821,F,South East Region,Lower Than A Level,90-100%,35-55,30,N,91.5,275,0
2256134,F,Scotland,HE Qualification,20-30%,0-35,60,Y,76.5,1249,0
634776,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,90,N,79.33333333333333,2430,0
536825,M,South East Region,A Level or Equivalent,40-50%,0-35,30,N,44.0,126,0
568631,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,60,N,41.666666666666664,296,0
598260,F,Ireland,A Level or Equivalent,20-30%,0-35,120,N,56.111111111111114,233,0
646734,M,Scotland,A Level or Equivalent,50-60%,0-35,90,N,64.5,498,0
510456,F,Scotland,A Level or Equivalent,50-60%,35-55,60,N,86.57142857142857,4525,1
2423078,M,London Region,A Level or Equivalent,0-10%,35-55,180,N,70.0,17,0
548617,F,London Region,A Level or Equivalent,30-40%,0-35,60,N,81.8,736,1
610302,F,South Region,Lower Than A Level,40-50%,35-55,90,N,85.55555555555556,473,1
593127,F,Yorkshire Region,Lower Than A Level,30-40%,35-55,30,N,88.33333333333333,1043,1
2626417,M,Yorkshire Region,Lower Than A Level,10-20,0-35,120,N,76.0,342,0
597360,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,30,N,78.88888888888889,602,1
535152,F,East Midlands Region,Lower Than A Level,60-70%,0-35,60,N,82.0,622,0
556138,F,East Midlands Region,HE Qualification,40-50%,35-55,60,N,70.0,259,0
608130,M,South West Region,Lower Than A Level,50-60%,35-55,60,N,45.0,3630,0
585393,M,South West Region,A Level or Equivalent,60-70%,0-35,60,N,95.6923076923077,15356,1
570113,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,120,N,40.0,136,0
577965,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,120,N,77.2,1372,1
656029,M,South Region,Lower Than A Level,70-80%,35-55,150,N,60.0,535,0
494866,M,North Western Region,Lower Than A Level,0-10%,0-35,90,N,62.0,637,0
637586,F,West Midlands Region,A Level or Equivalent,10-20,0-35,60,N,75.0,1207,1
555446,M,East Anglian Region,Lower Than A Level,90-100%,0-35,60,N,58.714285714285715,800,0
675811,F,East Anglian Region,Lower Than A Level,60-70%,35-55,30,N,87.77777777777777,3203,1
2024838,F,Ireland,HE Qualification,,35-55,60,N,87.5,278,0
627620,M,South East Region,Lower Than A Level,90-100%,0-35,60,N,86.91666666666667,3909,1
487247,M,Ireland,A Level or Equivalent,50-60%,0-35,210,N,59.4,872,0
2552472,F,South Region,HE Qualification,80-90%,35-55,120,N,53.5,519,0
576780,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,120,N,91.42105263157895,8238,1
612287,M,Wales,Lower Than A Level,30-40%,0-35,60,N,20.0,210,0
575560,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,60,N,82.36363636363636,565,1
602533,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,60,Y,88.5,1312,1
562112,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,120,N,88.28571428571429,678,1
612540,M,South Region,A Level or Equivalent,50-60%,0-35,120,N,91.5,1690,1
678639,M,South West Region,Lower Than A Level,30-40%,0-35,120,N,68.0,1092,0
526721,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,120,N,93.25,4576,1
525877,F,Scotland,Lower Than A Level,0-10%,0-35,60,Y,54.333333333333336,274,0
631777,F,South West Region,Lower Than A Level,20-30%,35-55,60,N,92.18181818181819,727,1
569857,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,120,N,63.2,1531,0
2143922,M,London Region,A Level or Equivalent,40-50%,0-35,60,N,93.42857142857143,459,1
592631,F,Scotland,HE Qualification,40-50%,0-35,60,N,94.5,5432,1
371429,F,North Western Region,HE Qualification,80-90%,35-55,60,N,67.5,438,0
612862,F,South Region,A Level or Equivalent,90-100%,0-35,60,N,91.1,1728,1
580834,M,East Anglian Region,Lower Than A Level,50-60%,35-55,60,N,91.25,8108,1
649654,F,South East Region,Lower Than A Level,60-70%,35-55,60,N,91.2,2255,1
581914,M,Scotland,HE Qualification,0-10%,0-35,90,N,55.25,970,0
698020,F,London Region,Lower Than A Level,20-30%,0-35,60,N,8.0,637,0
195938,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,60,N,88.27272727272727,428,1
990155,M,South Region,HE Qualification,80-90%,35-55,90,N,89.16666666666667,3380,1
629944,M,North Western Region,A Level or Equivalent,30-40%,0-35,60,N,88.91666666666667,3430,1
356257,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,210,N,70.75,533,0
647385,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,60,N,70.6,2722,1
617700,F,South West Region,A Level or Equivalent,30-40%,35-55,30,N,90.44444444444444,569,1
567281,M,South West Region,A Level or Equivalent,10-20,0-35,90,Y,62.5,101,0
647324,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,120,Y,88.0,5010,1
694548,M,North Region,A Level or Equivalent,10-20,0-35,90,N,,117,0
606914,F,South East Region,A Level or Equivalent,20-30%,0-35,120,N,35.0,37,0
2473780,F,Scotland,HE Qualification,20-30%,0-35,60,N,92.45454545454545,1593,1
363738,M,East Anglian Region,Lower Than A Level,90-100%,0-35,60,N,73.33333333333333,372,0
574212,F,Scotland,A Level or Equivalent,50-60%,0-35,60,N,87.27272727272727,5235,1
556427,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,60,N,95.16666666666667,141,0
592373,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,90,Y,86.75,2049,1
614683,F,Scotland,HE Qualification,40-50%,0-35,180,N,60.0,182,0
355034,F,West Midlands Region,Lower Than A Level,0-10%,0-35,120,N,50.0,157,0
561161,F,South East Region,HE Qualification,60-70%,0-35,120,N,94.0,811,1
497872,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,60,N,62.0,36,0
680014,M,South West Region,A Level or Equivalent,50-60%,0-35,60,N,86.33333333333333,2637,1
609573,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,180,N,83.71428571428571,1647,1
629820,M,South West Region,A Level or Equivalent,40-50%,0-35,30,N,83.88888888888889,302,1
690962,M,South East Region,A Level or Equivalent,60-70%,0-35,180,N,73.83333333333333,627,0
506206,F,North Western Region,Lower Than A Level,40-50%,0-35,30,Y,88.55555555555556,4999,1
1726951,F,Wales,A Level or Equivalent,90-100%,35-55,60,N,85.72727272727273,710,1
376439,M,North Region,HE Qualification,,0-35,60,N,87.0,2342,1
653506,M,South East Region,Lower Than A Level,10-20,0-35,90,N,48.0,268,0
468623,F,South Region,A Level or Equivalent,90-100%,0-35,120,N,56.0,175,0
547259,F,East Anglian Region,Lower Than A Level,10-20,0-35,60,N,86.7,1406,1
687190,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,60,N,97.0,1395,1
655852,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,60,N,70.0,213,0
371888,F,East Midlands Region,Lower Than A Level,20-30%,0-35,60,N,65.0,45,0
1841267,F,Scotland,A Level or Equivalent,60-70%,35-55,30,N,58.666666666666664,415,0
607342,F,East Anglian Region,Lower Than A Level,60-70%,35-55,30,N,81.66666666666667,1754,1
621699,F,East Midlands Region,Lower Than A Level,50-60%,0-35,150,N,66.42857142857143,653,0
204117,M,London Region,Lower Than A Level,70-80%,0-35,60,Y,83.5,1220,0
510868,F,London Region,A Level or Equivalent,30-40%,35-55,90,N,45.75,6,0
614458,F,Scotland,A Level or Equivalent,30-40%,35-55,60,N,94.77777777777777,6089,1
585847,F,South West Region,HE Qualification,30-40%,0-35,30,N,91.625,1967,1
534652,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,60,N,91.0,1253,1
604694,M,London Region,Lower Than A Level,70-80%,0-35,60,N,63.333333333333336,256,0
656073,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,60,N,77.2,295,0
632378,M,Yorkshire Region,A Level or Equivalent,20-30%,35-55,30,N,93.0,1583,1
581836,M,Ireland,A Level or Equivalent,40-50%,0-35,150,N,84.25,5182,1
651740,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,30,Y,82.66666666666667,889,1
627843,F,North Western Region,Lower Than A Level,20-30%,0-35,30,N,85.0,190,0
298303,F,Ireland,A Level or Equivalent,10-20,0-35,60,N,85.8,894,1
499511,F,South West Region,A Level or Equivalent,30-40%,35-55,120,N,86.36363636363636,519,1
687844,F,South West Region,HE Qualification,30-40%,0-35,90,N,84.375,1828,0
595356,M,South West Region,A Level or Equivalent,10-20,35-55,90,N,42.0,711,0
2478799,M,East Anglian Region,Lower Than A Level,80-90%,0-35,60,N,51.5,651,0
634176,M,South East Region,Lower Than A Level,20-30%,0-35,90,N,30.0,198,0
624376,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,60,N,88.0,675,0
640942,M,East Midlands Region,A Level or Equivalent,90-100%,35-55,60,N,93.14285714285714,2781,1
2553749,F,North Western Region,No Formal quals,0-10%,35-55,60,N,82.77777777777777,1540,0
645256,F,South East Region,HE Qualification,90-100%,35-55,60,N,65.4,1926,1
539436,F,South West Region,A Level or Equivalent,60-70%,0-35,30,N,91.75,1971,1
640658,F,South West Region,A Level or Equivalent,50-60%,0-35,90,N,30.0,246,0
588170,F,South West Region,A Level or Equivalent,20-30%,35-55,60,N,76.6,847,0
565222,F,North Western Region,Lower Than A Level,20-30%,35-55,30,N,85.0,647,1
566938,M,London Region,Lower Than A Level,40-50%,35-55,60,N,96.22222222222223,2445,1
94961,M,South Region,Lower Than A Level,70-80%,35-55,60,N,65.33333333333333,1240,0
544649,M,North Region,Lower Than A Level,,35-55,60,N,72.5,1925,0
444847,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,90,N,38.0,74,0
546947,F,London Region,HE Qualification,20-30%,0-35,60,N,79.66666666666667,1094,0
560670,F,South East Region,Lower Than A Level,20-30%,0-35,90,N,78.0,832,0
698355,M,North Region,Lower Than A Level,,0-35,120,N,94.15384615384616,5647,1
1644266,F,South Region,Lower Than A Level,60-70%,35-55,60,N,37.666666666666664,244,0
116763,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,120,N,79.0,115,0
641569,M,Scotland,Lower Than A Level,60-70%,35-55,120,N,87.25,2219,1
611405,M,West Midlands Region,Lower Than A Level,90-100%,0-35,60,N,93.0,2936,0
67781,F,South Region,A Level or Equivalent,20-30%,0-35,60,N,75.28571428571429,1771,1
366936,F,South East Region,A Level or Equivalent,10-20,0-35,120,N,82.2,737,0
606245,F,East Anglian Region,Lower Than A Level,40-50%,0-35,30,Y,83.0,535,1
599902,M,West Midlands Region,Lower Than A Level,90-100%,0-35,60,N,86.75,858,0
506582,F,London Region,A Level or Equivalent,60-70%,35-55,60,N,89.42857142857143,5889,1
547841,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,120,N,92.44444444444444,957,1
342697,F,South West Region,A Level or Equivalent,80-90%,0-35,60,N,46.0,185,0
623314,M,North Western Region,Lower Than A Level,80-90%,35-55,90,N,97.33333333333333,6207,1
2336922,F,South East Region,A Level or Equivalent,80-90%,35-55,180,N,87.57142857142857,2594,0
601211,M,North Region,A Level or Equivalent,60-70%,0-35,30,N,96.25,2696,1
594684,M,Scotland,HE Qualification,40-50%,0-35,60,N,93.0,1948,1
607835,M,South Region,A Level or Equivalent,80-90%,0-35,60,N,88.61538461538461,3033,1
611489,F,North Western Region,A Level or Equivalent,80-90%,35-55,30,N,90.88888888888889,1211,1
279572,M,London Region,Lower Than A Level,40-50%,0-35,60,N,79.2,1183,1
498898,F,South Region,Lower Than A Level,50-60%,0-35,120,N,76.44444444444444,6315,0
488136,M,South Region,Lower Than A Level,80-90%,0-35,120,N,77.0,208,0
613466,M,Wales,HE Qualification,70-80%,35-55,60,N,87.14285714285714,2454,1
479347,M,East Anglian Region,Lower Than A Level,80-90%,0-35,70,Y,53.0,274,0
626448,M,South Region,A Level or Equivalent,40-50%,0-35,60,N,90.33333333333333,4012,1
564000,F,Wales,A Level or Equivalent,60-70%,0-35,60,N,49.8,563,0
552908,M,North Western Region,Lower Than A Level,20-30%,0-35,120,N,27.333333333333332,431,0
181719,M,London Region,HE Qualification,40-50%,35-55,60,N,89.0,700,0
694536,M,South East Region,A Level or Equivalent,60-70%,0-35,120,N,44.0,118,0
595246,M,North Western Region,Lower Than A Level,20-30%,0-35,120,N,70.0,568,0
588274,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,120,N,98.3076923076923,13824,1
125777,M,London Region,HE Qualification,30-40%,35-55,30,N,93.5,438,0
654852,F,East Midlands Region,Lower Than A Level,30-40%,0-35,60,N,77.0,3242,0
615426,M,East Midlands Region,Lower Than A Level,60-70%,0-35,60,N,92.85714285714286,2621,0
1932474,F,North Region,HE Qualification,80-90%,35-55,60,N,79.0909090909091,396,1
1919940,M,South West Region,A Level or Equivalent,70-80%,35-55,120,N,90.58333333333333,3972,1
697283,F,London Region,A Level or Equivalent,20-30%,0-35,120,N,74.66666666666667,1098,0
684459,M,Ireland,A Level or Equivalent,30-40%,0-35,60,N,74.25,179,0
583215,M,London Region,A Level or Equivalent,10-20,0-35,120,N,76.5,571,0
425543,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,120,N,54.5,793,0
2158048,F,Ireland,A Level or Equivalent,40-50%,35-55,60,N,86.0,851,0
630012,M,London Region,A Level or Equivalent,50-60%,0-35,60,N,92.4,1171,1
620734,M,South Region,HE Qualification,70-80%,0-35,60,N,89.71428571428571,1444,1
2434369,F,Scotland,HE Qualification,90-100%,0-35,240,Y,92.71428571428571,2871,1
494495,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,180,N,80.83333333333333,1271,0
2339789,M,Scotland,HE Qualification,10-20,0-35,150,N,88.0,2807,1
617309,M,Wales,A Level or Equivalent,30-40%,0-35,60,N,53.0,151,0
648366,M,London Region,A Level or Equivalent,50-60%,0-35,60,N,85.91666666666667,4743,1
54062,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,60,N,75.28571428571429,1624,0
625078,F,Wales,HE Qualification,0-10%,0-35,90,N,92.66666666666667,656,0
414668,M,South Region,A Level or Equivalent,70-80%,0-35,30,N,89.77777777777777,944,1
550559,F,North Western Region,A Level or Equivalent,30-40%,0-35,60,N,79.0,118,0
577764,F,West Midlands Region,Lower Than A Level,80-90%,0-35,120,N,90.41666666666667,8101,1
681861,M,South Region,A Level or Equivalent,40-50%,0-35,60,N,85.5,1536,0
546809,F,South Region,Lower Than A Level,0-10%,0-35,60,N,20.0,71,0
587852,F,London Region,A Level or Equivalent,70-80%,0-35,30,N,92.77777777777777,801,1
654071,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,60,N,1.0,317,0
381185,M,Scotland,HE Qualification,80-90%,35-55,120,N,94.0,4316,1
467381,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,60,N,100.0,375,0
190780,M,Scotland,HE Qualification,60-70%,0-35,120,N,84.6,2180,0
649745,M,East Anglian Region,HE Qualification,20-30%,0-35,60,N,92.0,816,1
341855,F,North Western Region,Lower Than A Level,0-10%,0-35,60,N,34.30769230769231,1104,0
524137,F,North Western Region,A Level or Equivalent,10-20,0-35,60,N,79.84615384615384,3404,0
546563,M,South West Region,Lower Than A Level,50-60%,0-35,60,N,75.83333333333333,2334,0
572515,M,Wales,Lower Than A Level,20-30%,0-35,60,Y,91.5,2244,1
2067555,F,North Western Region,Lower Than A Level,0-10%,0-35,30,N,70.71428571428571,214,1
491108,F,South West Region,A Level or Equivalent,20-30%,0-35,60,N,78.5,1298,1
596292,M,West Midlands Region,Lower Than A Level,30-40%,0-35,120,N,82.2,486,0
507812,F,Yorkshire Region,Lower Than A Level,70-80%,0-35,60,N,36.0,136,0
335582,M,South East Region,A Level or Equivalent,90-100%,35-55,120,N,90.83333333333333,4286,1
506679,F,London Region,Lower Than A Level,30-40%,0-35,60,N,79.4,997,0
687073,M,South West Region,A Level or Equivalent,20-30%,35-55,120,N,65.8,1160,0
575967,M,Wales,A Level or Equivalent,40-50%,0-35,150,N,85.71428571428571,1313,1
695475,F,Ireland,A Level or Equivalent,0-10%,35-55,60,N,85.2,1690,1
695354,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,120,Y,97.11111111111111,2382,1
2341415,F,South Region,HE Qualification,80-90%,35-55,120,N,91.75,3264,1
614495,F,East Anglian Region,Post Graduate Qualification,90-100%,35-55,180,N,92.81818181818181,610,1
40878,M,North Western Region,Lower Than A Level,0-10%,0-35,120,N,90.58333333333333,2455,1
629424,F,Wales,Lower Than A Level,40-50%,0-35,60,N,67.0,1262,0
501921,M,East Midlands Region,A Level or Equivalent,10-20,35-55,30,N,86.5,7548,1
697754,F,South West Region,A Level or Equivalent,40-50%,35-55,120,N,63.8,1689,1
634088,M,North Region,A Level or Equivalent,,0-35,90,N,89.0,3040,1
562783,F,East Midlands Region,Lower Than A Level,40-50%,0-35,60,N,85.5,401,0
68011,M,London Region,A Level or Equivalent,90-100%,0-35,180,N,81.0,360,0
2115250,F,North Western Region,Lower Than A Level,80-90%,35-55,60,N,67.8,2326,1
634578,M,Scotland,A Level or Equivalent,50-60%,0-35,60,N,91.42857142857143,2926,0
2415480,M,Wales,HE Qualification,30-40%,35-55,90,N,94.85714285714286,1435,1
554712,M,South Region,A Level or Equivalent,40-50%,0-35,120,N,31.25,494,0
636628,M,South East Region,A Level or Equivalent,30-40%,0-35,120,Y,67.0,108,0
98256,M,West Midlands Region,Lower Than A Level,40-50%,0-35,120,N,68.0,355,0
646430,F,South East Region,A Level or Equivalent,60-70%,35-55,30,N,90.0,619,1
410407,M,South Region,HE Qualification,90-100%,35-55,60,N,92.17647058823529,12036,1
427485,M,South West Region,Lower Than A Level,30-40%,0-35,120,N,82.0,1051,0
684407,M,South Region,A Level or Equivalent,70-80%,0-35,60,N,86.42857142857143,869,1
305659,M,South East Region,A Level or Equivalent,80-90%,0-35,90,N,89.75,1701,1
635573,M,Scotland,A Level or Equivalent,50-60%,0-35,30,N,97.55555555555556,2429,1
595752,F,North Region,Post Graduate Qualification,,0-35,120,N,90.16666666666667,4805,1
509607,F,North Region,Lower Than A Level,,0-35,60,N,90.0,3874,1
571575,F,London Region,Lower Than A Level,10-20,0-35,150,N,80.0,245,0
578854,F,Wales,HE Qualification,10-20,0-35,60,N,80.66666666666667,323,0
603303,M,North Region,A Level or Equivalent,,0-35,120,N,69.28571428571429,1180,1
620092,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,60,N,87.63636363636364,3235,1
562708,F,South Region,A Level or Equivalent,10-20,35-55,60,N,64.4,1450,0
1747892,F,Ireland,Lower Than A Level,50-60%,35-55,210,N,82.27272727272727,2233,1
